state,district,year,season,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,source_type
Tamil Nadu,The Nilgiris,2021,Rabi,Wheat,1759.6,4599.72,2.614,synthetic_prototype
Tamil Nadu,The Nilgiris,2021,Summer,Rice,4249.08,13678.3,3.219,synthetic_prototype
Tamil Nadu,The Nilgiris,2021,Summer,Maize,2229.19,9061.49,4.065,synthetic_prototype
Tamil Nadu,The Nilgiris,2021,Summer,Groundnut,2797.63,5738.25,2.051,synthetic_prototype
Tamil Nadu,Theni,2021,Kharif,Millet,2171.63,4983.54,2.295,synthetic_prototype
Tamil Nadu,Theni,2021,Kharif,Maize,5389.01,27856.08,5.169,synthetic_prototype
Tamil Nadu,Theni,2021,Kharif,Rice,11453.88,38791.52,3.387,synthetic_prototype
Tamil Nadu,Theni,2021,Kharif,Cotton,2180.39,3266.53,1.498,synthetic_prototype
Tamil Nadu,Theni,2021,Rabi,Pulses,3644.45,3547.43,0.973,synthetic_prototype
Tamil Nadu,Theni,2021,Rabi,Wheat,1621.91,5293.59,3.264,synthetic_prototype
Tamil Nadu,Theni,2021,Rabi,Mustard,1115.42,1456.3,1.306,synthetic_prototype
Tamil Nadu,Theni,2021,Rabi,Groundnut,3791.44,7919.29,2.089,synthetic_prototype
Tamil Nadu,Theni,2021,Summer,Rice,1761.85,8169.82,4.637,synthetic_prototype
Tamil Nadu,Theni,2021,Summer,Maize,1632.28,8339.0,5.109,synthetic_prototype
Tamil Nadu,Theni,2021,Summer,Millet,862.48,1640.12,1.902,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Kharif,Millet,4765.57,13757.96,2.887,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Kharif,Maize,7058.9,35713.22,5.059,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Kharif,Cotton,2384.3,4476.39,1.877,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Kharif,Soybean,1707.38,2768.45,1.621,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Rabi,Rice,4266.66,19675.86,4.612,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Rabi,Groundnut,3603.95,6136.14,1.703,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Rabi,Wheat,465.62,1457.05,3.129,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Rabi,Mustard,1380.93,2076.01,1.503,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Summer,Rice,6679.55,21486.17,3.217,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Summer,Maize,1552.11,5973.16,3.848,synthetic_prototype
Tamil Nadu,Thoothukudi,2021,Summer,Millet,2641.22,6451.86,2.443,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Kharif,Maize,7041.12,31433.76,4.464,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Kharif,Soybean,1269.61,2216.71,1.746,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Kharif,Millet,1663.98,3293.09,1.979,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Kharif,Rice,11488.05,46816.45,4.075,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Rabi,Wheat,687.95,2097.88,3.049,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Rabi,Maize,3279.38,15911.45,4.852,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Rabi,Pulses,1204.45,1439.08,1.195,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Rabi,Rice,3728.66,15157.25,4.065,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Summer,Watermelon,1595.05,26866.14,16.843,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Summer,Millet,3094.42,5942.81,1.92,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2021,Summer,Maize,2985.43,10875.19,3.643,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Kharif,Cotton,1856.66,3865.35,2.082,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Kharif,Rice,7570.53,29667.04,3.919,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Kharif,Maize,6519.98,30835.86,4.729,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Kharif,Groundnut,1782.76,4340.77,2.435,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Rabi,Wheat,1256.39,4049.73,3.223,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Rabi,Rice,5853.28,27586.73,4.713,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Rabi,Pulses,6029.28,7604.44,1.261,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Rabi,Maize,4257.96,22042.91,5.177,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Summer,Maize,4049.86,15580.73,3.847,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Summer,Watermelon,1088.52,22630.18,20.79,synthetic_prototype
Tamil Nadu,Tirunelveli,2021,Summer,Groundnut,2073.18,3263.3,1.574,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Kharif,Groundnut,8590.78,16205.31,1.886,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Kharif,Soybean,4047.83,7261.11,1.794,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Kharif,Rice,11935.41,47728.82,3.999,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Kharif,Millet,2945.54,7602.33,2.581,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Rabi,Groundnut,6138.42,11180.44,1.821,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Rabi,Pulses,3437.04,3100.19,0.902,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Rabi,Wheat,654.82,1479.11,2.259,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Rabi,Mustard,1615.17,2088.45,1.293,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Summer,Maize,4212.68,15802.36,3.751,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Summer,Rice,4104.54,12839.01,3.128,synthetic_prototype
Tamil Nadu,Tirupathur,2021,Summer,Millet,1053.17,2329.94,2.212,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Kharif,Cotton,6378.91,13213.72,2.071,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Kharif,Soybean,1758.43,3755.35,2.136,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Kharif,Groundnut,3307.25,7664.54,2.317,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Kharif,Millet,4335.23,10216.18,2.357,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Rabi,Mustard,459.74,596.97,1.299,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Rabi,Rice,8602.5,31570.45,3.67,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Rabi,Maize,4198.44,21969.45,5.233,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Rabi,Pulses,1303.72,1455.88,1.117,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Summer,Groundnut,3022.66,6095.31,2.017,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Summer,Watermelon,1323.48,22820.42,17.243,synthetic_prototype
Tamil Nadu,Tiruppur,2021,Summer,Millet,2000.14,4661.58,2.331,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Kharif,Rice,8423.03,30475.6,3.618,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Kharif,Soybean,1742.05,3708.85,2.129,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Kharif,Cotton,1881.04,3896.27,2.071,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Kharif,Millet,1469.84,3206.95,2.182,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Rabi,Rice,3849.45,19418.77,5.045,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Rabi,Pulses,5340.94,5073.98,0.95,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Rabi,Mustard,1401.16,1846.9,1.318,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Rabi,Maize,2292.61,8632.56,3.765,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Summer,Groundnut,824.13,1455.48,1.766,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Summer,Rice,7966.37,26525.64,3.33,synthetic_prototype
Tamil Nadu,Tiruvallur,2021,Summer,Millet,2429.23,4547.08,1.872,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Kharif,Rice,3331.53,13822.81,4.149,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Kharif,Groundnut,1307.97,2192.01,1.676,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Kharif,Soybean,1003.73,2221.68,2.213,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Kharif,Cotton,4599.29,7788.36,1.693,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Rabi,Rice,4712.33,22657.51,4.808,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Rabi,Wheat,1258.63,3516.2,2.794,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Rabi,Groundnut,4798.29,9141.44,1.905,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Rabi,Mustard,545.86,604.81,1.108,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Summer,Millet,1644.27,4133.89,2.514,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Summer,Maize,777.4,3617.6,4.653,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2021,Summer,Rice,3006.67,13361.82,4.444,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Kharif,Soybean,2196.86,3719.29,1.693,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Kharif,Cotton,2622.83,5624.26,2.144,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Kharif,Millet,3126.45,9067.68,2.9,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Kharif,Groundnut,3675.12,7280.7,1.981,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Rabi,Pulses,2891.24,3329.16,1.151,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Rabi,Mustard,1471.93,1935.07,1.315,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Rabi,Maize,7032.09,27790.27,3.952,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Rabi,Groundnut,1367.47,2839.64,2.077,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Summer,Maize,1344.5,6056.44,4.505,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Summer,Rice,3679.94,17238.76,4.685,synthetic_prototype
Tamil Nadu,Tiruvarur,2021,Summer,Millet,2662.7,4869.63,1.829,synthetic_prototype
Tamil Nadu,Vellore,2021,Kharif,Maize,5248.78,21439.47,4.085,synthetic_prototype
Tamil Nadu,Vellore,2021,Kharif,Cotton,1722.65,3540.6,2.055,synthetic_prototype
Tamil Nadu,Vellore,2021,Kharif,Soybean,1201.78,2072.09,1.724,synthetic_prototype
Tamil Nadu,Vellore,2021,Kharif,Millet,2223.7,5745.23,2.584,synthetic_prototype
Tamil Nadu,Vellore,2021,Rabi,Groundnut,4868.41,11106.13,2.281,synthetic_prototype
Tamil Nadu,Vellore,2021,Rabi,Maize,6334.2,27417.98,4.329,synthetic_prototype
Tamil Nadu,Vellore,2021,Rabi,Pulses,1051.22,993.1,0.945,synthetic_prototype
Tamil Nadu,Vellore,2021,Rabi,Rice,5894.73,23492.04,3.985,synthetic_prototype
Tamil Nadu,Vellore,2021,Summer,Groundnut,2731.73,4932.2,1.806,synthetic_prototype
Tamil Nadu,Vellore,2021,Summer,Maize,1630.77,6559.88,4.023,synthetic_prototype
Tamil Nadu,Vellore,2021,Summer,Rice,2742.66,11504.98,4.195,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Kharif,Millet,3171.75,7669.76,2.418,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Kharif,Groundnut,1518.76,3614.51,2.38,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Kharif,Soybean,2797.89,5014.7,1.792,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Kharif,Rice,2548.72,8546.64,3.353,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Rabi,Maize,4308.05,22234.69,5.161,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Rabi,Mustard,1142.76,1605.75,1.405,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Rabi,Wheat,435.22,1171.71,2.692,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Rabi,Groundnut,5227.56,8348.09,1.597,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Summer,Rice,4600.56,20172.14,4.385,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Summer,Millet,1552.89,3747.82,2.413,synthetic_prototype
Tamil Nadu,Viluppuram,2021,Summer,Maize,1185.37,6072.27,5.123,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Kharif,Maize,1399.7,5933.64,4.239,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Kharif,Millet,3188.05,8926.33,2.8,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Kharif,Soybean,3363.02,6529.74,1.942,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Kharif,Cotton,4758.52,8332.62,1.751,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Rabi,Wheat,511.14,1573.39,3.078,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Rabi,Pulses,2978.45,2592.43,0.87,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Rabi,Rice,5839.17,22996.74,3.938,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Rabi,Maize,7262.5,33828.68,4.658,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Summer,Watermelon,741.92,11293.28,15.222,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Summer,Millet,999.83,2545.17,2.546,synthetic_prototype
Tamil Nadu,Virudhunagar,2021,Summer,Maize,2880.74,12792.81,4.441,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Kharif,Millet,797.81,2138.57,2.681,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Kharif,Soybean,3234.1,6996.62,2.163,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Kharif,Rice,8340.54,31713.39,3.802,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Kharif,Cotton,2730.87,5313.08,1.946,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Rabi,Mustard,1196.73,1423.86,1.19,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Rabi,Rice,3031.16,13029.87,4.299,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Rabi,Maize,3462.98,18904.21,5.459,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Rabi,Wheat,900.26,2013.1,2.236,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Summer,Rice,2828.35,11569.55,4.091,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Summer,Millet,2173.69,5392.72,2.481,synthetic_prototype
Tamil Nadu,Ariyalur,2022,Summer,Watermelon,1092.14,22399.43,20.51,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Kharif,Rice,12051.46,56900.57,4.721,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Kharif,Maize,4671.39,25377.45,5.433,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Kharif,Groundnut,3447.62,6293.27,1.825,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Kharif,Millet,2463.94,5881.4,2.387,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Rabi,Mustard,1938.96,2252.13,1.162,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Rabi,Pulses,2569.82,3194.45,1.243,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Rabi,Rice,7499.17,31177.26,4.157,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Rabi,Wheat,436.24,1236.75,2.835,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Summer,Rice,5002.0,20218.79,4.042,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Summer,Millet,2703.15,6753.83,2.499,synthetic_prototype
Tamil Nadu,Chengalpattu,2022,Summer,Maize,2059.71,7343.78,3.565,synthetic_prototype
Tamil Nadu,Chennai,2022,Kharif,Maize,5184.95,21570.89,4.16,synthetic_prototype
Tamil Nadu,Chennai,2022,Kharif,Groundnut,5005.63,12093.02,2.416,synthetic_prototype
Tamil Nadu,Chennai,2022,Kharif,Millet,1264.74,3050.83,2.412,synthetic_prototype
Tamil Nadu,Chennai,2022,Kharif,Rice,8809.16,30695.45,3.484,synthetic_prototype
Tamil Nadu,Chennai,2022,Rabi,Wheat,1625.85,4346.16,2.673,synthetic_prototype
Tamil Nadu,Chennai,2022,Rabi,Groundnut,3678.51,8167.57,2.22,synthetic_prototype
Tamil Nadu,Chennai,2022,Rabi,Rice,5306.25,19677.6,3.708,synthetic_prototype
Tamil Nadu,Chennai,2022,Rabi,Pulses,2380.53,2442.95,1.026,synthetic_prototype
Tamil Nadu,Chennai,2022,Summer,Rice,3827.87,14697.05,3.839,synthetic_prototype
Tamil Nadu,Chennai,2022,Summer,Watermelon,1753.68,36824.23,20.998,synthetic_prototype
Tamil Nadu,Chennai,2022,Summer,Groundnut,2036.38,4501.2,2.21,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Kharif,Millet,1059.33,3120.96,2.946,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Kharif,Soybean,819.69,1787.64,2.181,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Kharif,Groundnut,4873.19,11738.79,2.409,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Kharif,Rice,3562.78,16045.92,4.504,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Rabi,Rice,11751.84,60055.59,5.11,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Rabi,Groundnut,3781.57,7006.58,1.853,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Rabi,Wheat,2051.2,5925.04,2.889,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Rabi,Maize,2051.45,10074.38,4.911,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Summer,Rice,6096.03,23171.28,3.801,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Summer,Maize,1312.68,4649.56,3.542,synthetic_prototype
Tamil Nadu,Coimbatore,2022,Summer,Groundnut,1647.8,3390.27,2.057,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Kharif,Soybean,1816.53,3360.75,1.85,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Kharif,Cotton,2991.79,6493.03,2.17,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Kharif,Rice,7835.35,36834.36,4.701,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Kharif,Groundnut,2677.51,5567.02,2.079,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Rabi,Pulses,1492.91,1908.93,1.279,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Rabi,Groundnut,3159.49,5007.55,1.585,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Rabi,Wheat,824.26,2504.39,3.038,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Rabi,Maize,5193.56,28337.62,5.456,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Summer,Rice,2908.03,12480.22,4.292,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Summer,Groundnut,2688.05,5085.71,1.892,synthetic_prototype
Tamil Nadu,Cuddalore,2022,Summer,Watermelon,609.15,11190.09,18.37,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Kharif,Soybean,2328.73,3795.74,1.63,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Kharif,Maize,7897.44,38173.22,4.834,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Kharif,Millet,2567.05,6564.4,2.557,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Kharif,Rice,8523.35,32025.39,3.757,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Rabi,Rice,9516.04,36602.48,3.846,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Rabi,Wheat,1267.92,3448.25,2.72,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Rabi,Maize,7172.46,33694.28,4.698,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Rabi,Pulses,3572.23,3156.48,0.884,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Summer,Watermelon,464.81,7570.54,16.287,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Summer,Millet,1462.68,2931.2,2.004,synthetic_prototype
Tamil Nadu,Dharmapuri,2022,Summer,Rice,2785.17,8928.79,3.206,synthetic_prototype
Tamil Nadu,Dindigul,2022,Kharif,Groundnut,5507.1,12884.68,2.34,synthetic_prototype
Tamil Nadu,Dindigul,2022,Kharif,Millet,2579.45,5985.52,2.32,synthetic_prototype
Tamil Nadu,Dindigul,2022,Kharif,Rice,13019.92,55606.35,4.271,synthetic_prototype
Tamil Nadu,Dindigul,2022,Kharif,Cotton,4641.09,9692.72,2.088,synthetic_prototype
Tamil Nadu,Dindigul,2022,Rabi,Maize,6643.37,26517.72,3.992,synthetic_prototype
Tamil Nadu,Dindigul,2022,Rabi,Mustard,1569.68,2116.71,1.349,synthetic_prototype
Tamil Nadu,Dindigul,2022,Rabi,Rice,8622.93,44475.32,5.158,synthetic_prototype
Tamil Nadu,Dindigul,2022,Rabi,Wheat,788.6,2330.31,2.955,synthetic_prototype
Tamil Nadu,Dindigul,2022,Summer,Maize,4477.99,20027.33,4.472,synthetic_prototype
Tamil Nadu,Dindigul,2022,Summer,Rice,6041.47,24458.89,4.048,synthetic_prototype
Tamil Nadu,Dindigul,2022,Summer,Millet,932.93,1778.34,1.906,synthetic_prototype
Tamil Nadu,Erode,2022,Kharif,Maize,7538.14,30068.72,3.989,synthetic_prototype
Tamil Nadu,Erode,2022,Kharif,Cotton,4555.81,10133.91,2.224,synthetic_prototype
Tamil Nadu,Erode,2022,Kharif,Groundnut,2490.94,5849.77,2.348,synthetic_prototype
Tamil Nadu,Erode,2022,Kharif,Rice,14198.17,49128.26,3.46,synthetic_prototype
Tamil Nadu,Erode,2022,Rabi,Groundnut,4396.68,8131.67,1.85,synthetic_prototype
Tamil Nadu,Erode,2022,Rabi,Rice,3500.09,15735.08,4.496,synthetic_prototype
Tamil Nadu,Erode,2022,Rabi,Wheat,904.15,2981.26,3.297,synthetic_prototype
Tamil Nadu,Erode,2022,Rabi,Maize,4431.65,17966.69,4.054,synthetic_prototype
Tamil Nadu,Erode,2022,Summer,Millet,1815.32,4673.57,2.575,synthetic_prototype
Tamil Nadu,Erode,2022,Summer,Groundnut,1397.09,2410.73,1.726,synthetic_prototype
Tamil Nadu,Erode,2022,Summer,Watermelon,423.24,8710.15,20.58,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Kharif,Maize,3991.97,17641.74,4.419,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Kharif,Soybean,2299.14,5359.7,2.331,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Kharif,Millet,2100.02,5297.25,2.522,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Kharif,Rice,3125.34,13661.68,4.371,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Rabi,Wheat,976.41,2251.58,2.306,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Rabi,Pulses,3225.77,4161.92,1.29,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Rabi,Groundnut,3847.07,8459.36,2.199,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Rabi,Mustard,1636.23,2447.48,1.496,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Summer,Groundnut,3883.49,7736.41,1.992,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Summer,Maize,1265.91,6431.68,5.081,synthetic_prototype
Tamil Nadu,Kallakurichi,2022,Summer,Millet,1187.45,2766.88,2.33,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Kharif,Millet,4946.0,11242.41,2.273,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Kharif,Cotton,2693.19,4326.93,1.607,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Kharif,Rice,9600.79,38755.21,4.037,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Kharif,Soybean,3300.69,6048.15,1.832,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Rabi,Rice,6469.32,26710.53,4.129,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Rabi,Wheat,1068.09,2752.02,2.577,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Rabi,Groundnut,5073.25,11717.95,2.31,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Rabi,Pulses,2848.03,2488.05,0.874,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Summer,Rice,5955.2,26239.66,4.406,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Summer,Millet,1897.75,3351.02,1.766,synthetic_prototype
Tamil Nadu,Kanchipuram,2022,Summer,Groundnut,3668.14,7360.26,2.007,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Kharif,Millet,6327.68,18653.94,2.948,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Kharif,Rice,4836.82,17606.1,3.64,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Kharif,Maize,2408.61,13128.45,5.451,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Kharif,Soybean,3309.8,5733.15,1.732,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Rabi,Mustard,2151.35,2755.27,1.281,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Rabi,Groundnut,5473.85,8683.94,1.586,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Rabi,Rice,15781.64,59245.97,3.754,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Rabi,Wheat,1034.28,2484.09,2.402,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Summer,Watermelon,1339.71,27957.33,20.868,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Summer,Groundnut,4237.76,8683.49,2.049,synthetic_prototype
Tamil Nadu,Kanniyakumari,2022,Summer,Rice,3582.57,11457.59,3.198,synthetic_prototype
Tamil Nadu,Karur,2022,Kharif,Rice,2330.62,10340.77,4.437,synthetic_prototype
Tamil Nadu,Karur,2022,Kharif,Maize,6101.41,28006.97,4.59,synthetic_prototype
Tamil Nadu,Karur,2022,Kharif,Cotton,3982.86,6345.31,1.593,synthetic_prototype
Tamil Nadu,Karur,2022,Kharif,Groundnut,3357.44,7014.11,2.089,synthetic_prototype
Tamil Nadu,Karur,2022,Rabi,Groundnut,2660.47,5029.68,1.891,synthetic_prototype
Tamil Nadu,Karur,2022,Rabi,Maize,3339.98,17418.26,5.215,synthetic_prototype
Tamil Nadu,Karur,2022,Rabi,Pulses,3423.7,4003.0,1.169,synthetic_prototype
Tamil Nadu,Karur,2022,Rabi,Mustard,2335.35,2635.83,1.129,synthetic_prototype
Tamil Nadu,Karur,2022,Summer,Maize,773.04,2720.75,3.52,synthetic_prototype
Tamil Nadu,Karur,2022,Summer,Watermelon,1466.85,29639.55,20.206,synthetic_prototype
Tamil Nadu,Karur,2022,Summer,Rice,1981.4,9267.57,4.677,synthetic_prototype
Tamil Nadu,Krishnagiri,2022,Kharif,Millet,3917.45,9981.6,2.548,synthetic_prototype
Tamil Nadu,Krishnagiri,2022,Kharif,Cotton,930.25,1420.31,1.527,synthetic_prototype
Tamil Nadu,Krishnagiri,2022,Kharif,Soybean,1545.89,2523.2,1.632,synthetic_prototype
