state,district,year,season,rainfall,soil_moisture,water_availability,area_hectares,production_tonnes,yield_tonnes_per_hectare,recommended_crop,source_type
Tamil Nadu,THE NILGIRIS,2021,Kharif,330.9059829059829,35.84706918911291,High,8228.06,46258.2,5.622,Maize,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Kharif,330.9059829059829,35.84706918911291,High,912.06,2031.63,2.228,Soybean,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Kharif,330.9059829059829,35.84706918911291,High,2618.06,4672.42,1.785,Groundnut,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Rabi,438.4777777777779,35.84706918911291,High,3922.36,17140.54,4.37,Rice,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Rabi,438.4777777777779,35.84706918911291,High,1327.16,1516.07,1.142,Pulses,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Rabi,438.4777777777779,35.84706918911291,High,4150.97,8024.61,1.933,Groundnut,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Rabi,438.4777777777779,35.84706918911291,High,1759.6,4599.72,2.614,Wheat,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Summer,134.12307692307692,35.84706918911291,High,4249.08,13678.3,3.219,Rice,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Summer,134.12307692307692,35.84706918911291,High,2229.19,9061.49,4.065,Maize,synthetic_prototype
Tamil Nadu,THE NILGIRIS,2021,Summer,134.12307692307692,35.84706918911291,High,2797.63,5738.25,2.051,Groundnut,synthetic_prototype
Tamil Nadu,THENI,2021,Kharif,330.9059829059829,34.932106377692,High,2171.63,4983.54,2.295,Millet,synthetic_prototype
Tamil Nadu,THENI,2021,Kharif,330.9059829059829,34.932106377692,High,5389.01,27856.08,5.169,Maize,synthetic_prototype
Tamil Nadu,THENI,2021,Kharif,330.9059829059829,34.932106377692,High,11453.88,38791.52,3.387,Rice,synthetic_prototype
Tamil Nadu,THENI,2021,Kharif,330.9059829059829,34.932106377692,High,2180.39,3266.53,1.498,Cotton,synthetic_prototype
Tamil Nadu,THENI,2021,Rabi,438.4777777777779,34.932106377692,High,3644.45,3547.43,0.973,Pulses,synthetic_prototype
Tamil Nadu,THENI,2021,Rabi,438.4777777777779,34.932106377692,High,1621.91,5293.59,3.264,Wheat,synthetic_prototype
Tamil Nadu,THENI,2021,Rabi,438.4777777777779,34.932106377692,High,1115.42,1456.3,1.306,Mustard,synthetic_prototype
Tamil Nadu,THENI,2021,Rabi,438.4777777777779,34.932106377692,High,3791.44,7919.29,2.089,Groundnut,synthetic_prototype
Tamil Nadu,THENI,2021,Summer,134.12307692307692,34.932106377692,High,1761.85,8169.82,4.637,Rice,synthetic_prototype
Tamil Nadu,THENI,2021,Summer,134.12307692307692,34.932106377692,High,1632.28,8339.0,5.109,Maize,synthetic_prototype
Tamil Nadu,THENI,2021,Summer,134.12307692307692,34.932106377692,High,862.48,1640.12,1.902,Millet,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Kharif,330.9059829059829,,Unknown,4765.57,13757.96,2.887,Millet,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Kharif,330.9059829059829,,Unknown,7058.9,35713.22,5.059,Maize,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Kharif,330.9059829059829,,Unknown,2384.3,4476.39,1.877,Cotton,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Kharif,330.9059829059829,,Unknown,1707.38,2768.45,1.621,Soybean,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Rabi,438.4777777777779,,Unknown,4266.66,19675.86,4.612,Rice,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Rabi,438.4777777777779,,Unknown,3603.95,6136.14,1.703,Groundnut,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Rabi,438.4777777777779,,Unknown,465.62,1457.05,3.129,Wheat,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Rabi,438.4777777777779,,Unknown,1380.93,2076.01,1.503,Mustard,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Summer,134.12307692307692,,Unknown,6679.55,21486.17,3.217,Rice,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Summer,134.12307692307692,,Unknown,1552.11,5973.16,3.848,Maize,synthetic_prototype
Tamil Nadu,THOOTHUKUDI,2021,Summer,134.12307692307692,,Unknown,2641.22,6451.86,2.443,Millet,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Kharif,330.9059829059829,26.180574092419352,Low,7041.12,31433.76,4.464,Maize,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Kharif,330.9059829059829,26.180574092419352,Low,1269.61,2216.71,1.746,Soybean,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Kharif,330.9059829059829,26.180574092419352,Low,1663.98,3293.09,1.979,Millet,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Kharif,330.9059829059829,26.180574092419352,Low,11488.05,46816.45,4.075,Rice,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Rabi,438.4777777777779,26.180574092419352,Low,687.95,2097.88,3.049,Wheat,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Rabi,438.4777777777779,26.180574092419352,Low,3279.38,15911.45,4.852,Maize,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Rabi,438.4777777777779,26.180574092419352,Low,1204.45,1439.08,1.195,Pulses,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Rabi,438.4777777777779,26.180574092419352,Low,3728.66,15157.25,4.065,Rice,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Summer,134.12307692307692,26.180574092419352,Low,1595.05,26866.14,16.843,Watermelon,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Summer,134.12307692307692,26.180574092419352,Low,3094.42,5942.81,1.92,Millet,synthetic_prototype
Tamil Nadu,TIRUCHIRAPPALLI,2021,Summer,134.12307692307692,26.180574092419352,Low,2985.43,10875.19,3.643,Maize,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Kharif,330.9059829059829,27.362339060924,Low,1856.66,3865.35,2.082,Cotton,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Kharif,330.9059829059829,27.362339060924,Low,7570.53,29667.04,3.919,Rice,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Kharif,330.9059829059829,27.362339060924,Low,6519.98,30835.86,4.729,Maize,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Kharif,330.9059829059829,27.362339060924,Low,1782.76,4340.77,2.435,Groundnut,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Rabi,438.4777777777779,27.362339060924,Low,1256.39,4049.73,3.223,Wheat,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Rabi,438.4777777777779,27.362339060924,Low,5853.28,27586.73,4.713,Rice,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Rabi,438.4777777777779,27.362339060924,Low,6029.28,7604.44,1.261,Pulses,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Rabi,438.4777777777779,27.362339060924,Low,4257.96,22042.91,5.177,Maize,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Summer,134.12307692307692,27.362339060924,Low,4049.86,15580.73,3.847,Maize,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Summer,134.12307692307692,27.362339060924,Low,1088.52,22630.18,20.79,Watermelon,synthetic_prototype
Tamil Nadu,TIRUNELVELI,2021,Summer,134.12307692307692,27.362339060924,Low,2073.18,3263.3,1.574,Groundnut,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Kharif,330.9059829059829,,Unknown,8590.78,16205.31,1.886,Groundnut,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Kharif,330.9059829059829,,Unknown,4047.83,7261.11,1.794,Soybean,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Kharif,330.9059829059829,,Unknown,11935.41,47728.82,3.999,Rice,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Kharif,330.9059829059829,,Unknown,2945.54,7602.33,2.581,Millet,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Rabi,438.4777777777779,,Unknown,6138.42,11180.44,1.821,Groundnut,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Rabi,438.4777777777779,,Unknown,3437.04,3100.19,0.902,Pulses,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Rabi,438.4777777777779,,Unknown,654.82,1479.11,2.259,Wheat,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Rabi,438.4777777777779,,Unknown,1615.17,2088.45,1.293,Mustard,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Summer,134.12307692307692,,Unknown,4212.68,15802.36,3.751,Maize,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Summer,134.12307692307692,,Unknown,4104.54,12839.01,3.128,Rice,synthetic_prototype
Tamil Nadu,TIRUPATHUR,2021,Summer,134.12307692307692,,Unknown,1053.17,2329.94,2.212,Millet,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Kharif,330.9059829059829,26.49042549164,Low,6378.91,13213.72,2.071,Cotton,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Kharif,330.9059829059829,26.49042549164,Low,1758.43,3755.35,2.136,Soybean,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Kharif,330.9059829059829,26.49042549164,Low,3307.25,7664.54,2.317,Groundnut,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Kharif,330.9059829059829,26.49042549164,Low,4335.23,10216.18,2.357,Millet,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Rabi,438.4777777777779,26.49042549164,Low,459.74,596.97,1.299,Mustard,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Rabi,438.4777777777779,26.49042549164,Low,8602.5,31570.45,3.67,Rice,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Rabi,438.4777777777779,26.49042549164,Low,4198.44,21969.45,5.233,Maize,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Rabi,438.4777777777779,26.49042549164,Low,1303.72,1455.88,1.117,Pulses,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Summer,134.12307692307692,26.49042549164,Low,3022.66,6095.31,2.017,Groundnut,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Summer,134.12307692307692,26.49042549164,Low,1323.48,22820.42,17.243,Watermelon,synthetic_prototype
Tamil Nadu,TIRUPPUR,2021,Summer,134.12307692307692,26.49042549164,Low,2000.14,4661.58,2.331,Millet,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Kharif,330.9059829059829,,Unknown,8423.03,30475.6,3.618,Rice,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Kharif,330.9059829059829,,Unknown,1742.05,3708.85,2.129,Soybean,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Kharif,330.9059829059829,,Unknown,1881.04,3896.27,2.071,Cotton,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Kharif,330.9059829059829,,Unknown,1469.84,3206.95,2.182,Millet,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Rabi,438.4777777777779,,Unknown,3849.45,19418.77,5.045,Rice,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Rabi,438.4777777777779,,Unknown,5340.94,5073.98,0.95,Pulses,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Rabi,438.4777777777779,,Unknown,1401.16,1846.9,1.318,Mustard,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Rabi,438.4777777777779,,Unknown,2292.61,8632.56,3.765,Maize,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Summer,134.12307692307692,,Unknown,824.13,1455.48,1.766,Groundnut,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Summer,134.12307692307692,,Unknown,7966.37,26525.64,3.33,Rice,synthetic_prototype
Tamil Nadu,TIRUVALLUR,2021,Summer,134.12307692307692,,Unknown,2429.23,4547.08,1.872,Millet,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Kharif,330.9059829059829,30.938669521370965,High,3331.53,13822.81,4.149,Rice,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Kharif,330.9059829059829,30.938669521370965,High,1307.97,2192.01,1.676,Groundnut,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Kharif,330.9059829059829,30.938669521370965,High,1003.73,2221.68,2.213,Soybean,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Kharif,330.9059829059829,30.938669521370965,High,4599.29,7788.36,1.693,Cotton,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Rabi,438.4777777777779,30.938669521370965,High,4712.33,22657.51,4.808,Rice,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Rabi,438.4777777777779,30.938669521370965,High,1258.63,3516.2,2.794,Wheat,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Rabi,438.4777777777779,30.938669521370965,High,4798.29,9141.44,1.905,Groundnut,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Rabi,438.4777777777779,30.938669521370965,High,545.86,604.81,1.108,Mustard,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Summer,134.12307692307692,30.938669521370965,High,1644.27,4133.89,2.514,Millet,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Summer,134.12307692307692,30.938669521370965,High,777.4,3617.6,4.653,Maize,synthetic_prototype
Tamil Nadu,TIRUVANNAMALAI,2021,Summer,134.12307692307692,30.938669521370965,High,3006.67,13361.82,4.444,Rice,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Kharif,330.9059829059829,,Unknown,2196.86,3719.29,1.693,Soybean,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Kharif,330.9059829059829,,Unknown,2622.83,5624.26,2.144,Cotton,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Kharif,330.9059829059829,,Unknown,3126.45,9067.68,2.9,Millet,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Kharif,330.9059829059829,,Unknown,3675.12,7280.7,1.981,Groundnut,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Rabi,438.4777777777779,,Unknown,2891.24,3329.16,1.151,Pulses,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Rabi,438.4777777777779,,Unknown,1471.93,1935.07,1.315,Mustard,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Rabi,438.4777777777779,,Unknown,7032.09,27790.27,3.952,Maize,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Rabi,438.4777777777779,,Unknown,1367.47,2839.64,2.077,Groundnut,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Summer,134.12307692307692,,Unknown,1344.5,6056.44,4.505,Maize,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Summer,134.12307692307692,,Unknown,3679.94,17238.76,4.685,Rice,synthetic_prototype
Tamil Nadu,TIRUVARUR,2021,Summer,134.12307692307692,,Unknown,2662.7,4869.63,1.829,Millet,synthetic_prototype
Tamil Nadu,VELLORE,2021,Kharif,330.9059829059829,28.828871023427418,Medium,5248.78,21439.47,4.085,Maize,synthetic_prototype
Tamil Nadu,VELLORE,2021,Kharif,330.9059829059829,28.828871023427418,Medium,1722.65,3540.6,2.055,Cotton,synthetic_prototype
Tamil Nadu,VELLORE,2021,Kharif,330.9059829059829,28.828871023427418,Medium,1201.78,2072.09,1.724,Soybean,synthetic_prototype
Tamil Nadu,VELLORE,2021,Kharif,330.9059829059829,28.828871023427418,Medium,2223.7,5745.23,2.584,Millet,synthetic_prototype
Tamil Nadu,VELLORE,2021,Rabi,438.4777777777779,28.828871023427418,Medium,4868.41,11106.13,2.281,Groundnut,synthetic_prototype
Tamil Nadu,VELLORE,2021,Rabi,438.4777777777779,28.828871023427418,Medium,6334.2,27417.98,4.329,Maize,synthetic_prototype
Tamil Nadu,VELLORE,2021,Rabi,438.4777777777779,28.828871023427418,Medium,1051.22,993.1,0.945,Pulses,synthetic_prototype
Tamil Nadu,VELLORE,2021,Rabi,438.4777777777779,28.828871023427418,Medium,5894.73,23492.04,3.985,Rice,synthetic_prototype
Tamil Nadu,VELLORE,2021,Summer,134.12307692307692,28.828871023427418,Medium,2731.73,4932.2,1.806,Groundnut,synthetic_prototype
Tamil Nadu,VELLORE,2021,Summer,134.12307692307692,28.828871023427418,Medium,1630.77,6559.88,4.023,Maize,synthetic_prototype
Tamil Nadu,VELLORE,2021,Summer,134.12307692307692,28.828871023427418,Medium,2742.66,11504.98,4.195,Rice,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Kharif,330.9059829059829,29.779336412338708,High,3171.75,7669.76,2.418,Millet,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Kharif,330.9059829059829,29.779336412338708,High,1518.76,3614.51,2.38,Groundnut,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Kharif,330.9059829059829,29.779336412338708,High,2797.89,5014.7,1.792,Soybean,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Kharif,330.9059829059829,29.779336412338708,High,2548.72,8546.64,3.353,Rice,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Rabi,438.4777777777779,29.779336412338708,High,4308.05,22234.69,5.161,Maize,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Rabi,438.4777777777779,29.779336412338708,High,1142.76,1605.75,1.405,Mustard,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Rabi,438.4777777777779,29.779336412338708,High,435.22,1171.71,2.692,Wheat,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Rabi,438.4777777777779,29.779336412338708,High,5227.56,8348.09,1.597,Groundnut,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Summer,134.12307692307692,29.779336412338708,High,4600.56,20172.14,4.385,Rice,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Summer,134.12307692307692,29.779336412338708,High,1552.89,3747.82,2.413,Millet,synthetic_prototype
Tamil Nadu,VILUPPURAM,2021,Summer,134.12307692307692,29.779336412338708,High,1185.37,6072.27,5.123,Maize,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Kharif,330.9059829059829,,Unknown,1399.7,5933.64,4.239,Maize,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Kharif,330.9059829059829,,Unknown,3188.05,8926.33,2.8,Millet,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Kharif,330.9059829059829,,Unknown,3363.02,6529.74,1.942,Soybean,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Kharif,330.9059829059829,,Unknown,4758.52,8332.62,1.751,Cotton,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Rabi,438.4777777777779,,Unknown,511.14,1573.39,3.078,Wheat,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Rabi,438.4777777777779,,Unknown,2978.45,2592.43,0.87,Pulses,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Rabi,438.4777777777779,,Unknown,5839.17,22996.74,3.938,Rice,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Rabi,438.4777777777779,,Unknown,7262.5,33828.68,4.658,Maize,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Summer,134.12307692307692,,Unknown,741.92,11293.28,15.222,Watermelon,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Summer,134.12307692307692,,Unknown,999.83,2545.17,2.546,Millet,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2021,Summer,134.12307692307692,,Unknown,2880.74,12792.81,4.441,Maize,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Kharif,330.9059829059829,28.544388593024195,Medium,797.81,2138.57,2.681,Millet,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Kharif,330.9059829059829,28.544388593024195,Medium,3234.1,6996.62,2.163,Soybean,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Kharif,330.9059829059829,28.544388593024195,Medium,8340.54,31713.39,3.802,Rice,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Kharif,330.9059829059829,28.544388593024195,Medium,2730.87,5313.08,1.946,Cotton,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Rabi,438.4777777777779,28.544388593024195,Medium,1196.73,1423.86,1.19,Mustard,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Rabi,438.4777777777779,28.544388593024195,Medium,3031.16,13029.87,4.299,Rice,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Rabi,438.4777777777779,28.544388593024195,Medium,3462.98,18904.21,5.459,Maize,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Rabi,438.4777777777779,28.544388593024195,Medium,900.26,2013.1,2.236,Wheat,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Summer,134.12307692307692,28.544388593024195,Medium,2828.35,11569.55,4.091,Rice,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Summer,134.12307692307692,28.544388593024195,Medium,2173.69,5392.72,2.481,Millet,synthetic_prototype
Tamil Nadu,ARIYALUR,2022,Summer,134.12307692307692,28.544388593024195,Medium,1092.14,22399.43,20.51,Watermelon,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Kharif,330.9059829059829,,Unknown,12051.46,56900.57,4.721,Rice,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Kharif,330.9059829059829,,Unknown,4671.39,25377.45,5.433,Maize,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Kharif,330.9059829059829,,Unknown,3447.62,6293.27,1.825,Groundnut,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Kharif,330.9059829059829,,Unknown,2463.94,5881.4,2.387,Millet,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Rabi,438.4777777777779,,Unknown,1938.96,2252.13,1.162,Mustard,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Rabi,438.4777777777779,,Unknown,2569.82,3194.45,1.243,Pulses,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Rabi,438.4777777777779,,Unknown,7499.17,31177.26,4.157,Rice,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Rabi,438.4777777777779,,Unknown,436.24,1236.75,2.835,Wheat,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Summer,134.12307692307692,,Unknown,5002.0,20218.79,4.042,Rice,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Summer,134.12307692307692,,Unknown,2703.15,6753.83,2.499,Millet,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2022,Summer,134.12307692307692,,Unknown,2059.71,7343.78,3.565,Maize,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Kharif,330.9059829059829,21.27328608612097,Low,5184.95,21570.89,4.16,Maize,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Kharif,330.9059829059829,21.27328608612097,Low,5005.63,12093.02,2.416,Groundnut,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Kharif,330.9059829059829,21.27328608612097,Low,1264.74,3050.83,2.412,Millet,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Kharif,330.9059829059829,21.27328608612097,Low,8809.16,30695.45,3.484,Rice,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Rabi,438.4777777777779,21.27328608612097,Low,1625.85,4346.16,2.673,Wheat,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Rabi,438.4777777777779,21.27328608612097,Low,3678.51,8167.57,2.22,Groundnut,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Rabi,438.4777777777779,21.27328608612097,Low,5306.25,19677.6,3.708,Rice,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Rabi,438.4777777777779,21.27328608612097,Low,2380.53,2442.95,1.026,Pulses,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Summer,134.12307692307692,21.27328608612097,Low,3827.87,14697.05,3.839,Rice,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Summer,134.12307692307692,21.27328608612097,Low,1753.68,36824.23,20.998,Watermelon,synthetic_prototype
Tamil Nadu,CHENNAI,2022,Summer,134.12307692307692,21.27328608612097,Low,2036.38,4501.2,2.21,Groundnut,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Kharif,330.9059829059829,29.7236860548,High,1059.33,3120.96,2.946,Millet,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Kharif,330.9059829059829,29.7236860548,High,819.69,1787.64,2.181,Soybean,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Kharif,330.9059829059829,29.7236860548,High,4873.19,11738.79,2.409,Groundnut,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Kharif,330.9059829059829,29.7236860548,High,3562.78,16045.92,4.504,Rice,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Rabi,438.4777777777779,29.7236860548,High,11751.84,60055.59,5.11,Rice,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Rabi,438.4777777777779,29.7236860548,High,3781.57,7006.58,1.853,Groundnut,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Rabi,438.4777777777779,29.7236860548,High,2051.2,5925.04,2.889,Wheat,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Rabi,438.4777777777779,29.7236860548,High,2051.45,10074.38,4.911,Maize,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Summer,134.12307692307692,29.7236860548,High,6096.03,23171.28,3.801,Rice,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Summer,134.12307692307692,29.7236860548,High,1312.68,4649.56,3.542,Maize,synthetic_prototype
Tamil Nadu,COIMBATORE,2022,Summer,134.12307692307692,29.7236860548,High,1647.8,3390.27,2.057,Groundnut,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Kharif,330.9059829059829,30.017899455080645,High,1816.53,3360.75,1.85,Soybean,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Kharif,330.9059829059829,30.017899455080645,High,2991.79,6493.03,2.17,Cotton,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Kharif,330.9059829059829,30.017899455080645,High,7835.35,36834.36,4.701,Rice,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Kharif,330.9059829059829,30.017899455080645,High,2677.51,5567.02,2.079,Groundnut,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Rabi,438.4777777777779,30.017899455080645,High,1492.91,1908.93,1.279,Pulses,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Rabi,438.4777777777779,30.017899455080645,High,3159.49,5007.55,1.585,Groundnut,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Rabi,438.4777777777779,30.017899455080645,High,824.26,2504.39,3.038,Wheat,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Rabi,438.4777777777779,30.017899455080645,High,5193.56,28337.62,5.456,Maize,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Summer,134.12307692307692,30.017899455080645,High,2908.03,12480.22,4.292,Rice,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Summer,134.12307692307692,30.017899455080645,High,2688.05,5085.71,1.892,Groundnut,synthetic_prototype
Tamil Nadu,CUDDALORE,2022,Summer,134.12307692307692,30.017899455080645,High,609.15,11190.09,18.37,Watermelon,synthetic_prototype
